"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 176 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\csc\csc.exe /noconfig @""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\HVECPlayer.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 176 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 191 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 192 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 204 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 214 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 214 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 224 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 176 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 176 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 176 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 176 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 177 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 178 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 178 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 180 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 180 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 181 MB."
"Message",Normal,"Running 'GetType' transform, heap at 181 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 181 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 182 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 185 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 187 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 187 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 193 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 193 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 198 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 198 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 198 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 198 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 203 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 203 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 203 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 204 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 204 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 204 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 204 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 204 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 204 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 205 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 230 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  2801 |         79 | Analysis"
"Message",Normal,"   794 |          0 | GenerateCodeAndCompile"
"Message",Normal,"   308 |        -33 | Mcg"
"Message",Normal,"   227 |        -48 | ReducedCopyComplete"
"Message",Normal,"   220 |         19 | WriteAssemblies"
"Message",Normal,"   181 |         15 | ReducedCopyInitialize"
"Message",Normal,"   151 |         25 | Reducer"
"Message",Normal,"    71 |         16 | DumpNativeResources"
"Message",Normal,"    39 |         10 | ReducedCopyMethodBodies"
"Message",Normal,"    39 |         12 | ReducedCopyPopulateTypes"
"Message",Normal,"    36 |         10 | ReducedCopyLateMetadata"
"Message",Normal,"    27 |          5 | CreateMetadata"
"Message",Normal,"    19 |          5 | LazyGenerics"
"Message",Normal,"    17 |          1 | McgRedirect"
"Message",Normal,"    16 |          2 | McgTypeOf"
"Message",Normal,"    15 |          6 | StaticInitData"
"Message",Normal,"    12 |          2 | TypeofTypeHandle"
"Message",Normal,"     8 |          0 | McgRedirect"
"Message",Normal,"     7 |          0 | SaveRVAStatics"
"Message",Normal,"     4 |          1 | ReducedCopyEmptyTypes"
"Message",Normal,"     3 |          1 | McgFixups"
"Message",Normal,"     3 |          1 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     3 |          0 | GetType"
"Message",Normal,"     1 |          0 | ScrubOpenCalls"
"Message",Normal,"     1 |          0 | ReflectionIntrinsics"
"Message",Normal,"     1 |          0 | Delegate"
"Message",Normal,"     1 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     1 |          0 | ReducedCopyCleanup"
"Message",Normal,"     1 |          1 | McgAccessor"
"Message",Normal,"     1 |          3 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | Attribute"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          1 | ReflectionInvoke"
"Message",Normal,"     0 |          0 | EventSource"
"Message",Normal,"     0 |          0 | ResourceExtractor"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          1 | ValueType"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\Tools64\nutc_driver.exe @""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\HVECPlayer.rsp""'"
"Message",Low,"Assembly path: ILCompiler.Host.dll"
"Message",Low,"Managed type:  ILCompiler.ILCompilerHost"
"Message",Low,"Method name:   Initialize"
"Message",Low,"Arguments:     00007FF97D7029F0"
"Message",Low,"Managed call succeeded, exit code: 00000000"
"Message",Low,"Scanning 569 methods."
"Message",Low,"Scanning 2025 methods."
"Message",Low,"Scanning 878 methods."
"Message",Low,"Scanning 256 methods."
"Message",Low,"Scanning 251 methods."
"Message",Low,"Scanning 144 methods."
"Message",Low,"Scanning 75 methods."
"Message",Low,"Scanning 32 methods."
"Message",Low,"Scanning 34 methods."
"Message",Low,"Scanning 11 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 20 methods."
"Message",Low,"Scanning 4 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 5 methods."
"Message",Low,"Compiling 4323 methods."
"Message",Low,"Emitting Object File"
"Message",Low,"Successfully generated 'C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\HVECPlayer.obj'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.31116.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\Tools64\nutc_driver.exe @""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\HVECPlayer.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |     3532 |     3532 |     3516 |     3532 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       3532 ms"
"Message",Normal,"System time per command: 3532 ms"
"Message",Normal,"Total duration:          3516 ms"
"Message",Normal,"Total lifetime:          3532 ms"
"Message",Normal,"Requested DOP:           32"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       15 |       15 |       15 |       15 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       15 ms"
"Message",Normal,"System time per command: 15 ms"
"Message",Normal,"Total duration:          15 ms"
"Message",Normal,"Total lifetime:          15 ms"
"Message",Normal,"Requested DOP:           32"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\ILTransformed\HVECPlayer.res' at offset 0."
"Message",Normal," Added 'C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1400."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Task ""Lib"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-localization-l1-2-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-localization-l1-2-0.lib""'"
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-l1-1-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-l1-1-0.lib""'"
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-robuffer-l1-1-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-robuffer-l1-1-0.lib""'"
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-string-l1-1-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-string-l1-1-0.lib""'"
"Message",Low,"Microsoft (R) Library Manager Version 14.15.26727.0__Copyright (C) Microsoft Corporation.  All rights reserved.____   Creating library C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-localization-l1-2-0.lib and object C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-localization-l1-2-0.exp__"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-localization-l1-2-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-localization-l1-2-0.lib""' completed."
"Message",Low,"Microsoft (R) Library Manager Version 14.15.26727.0__Copyright (C) Microsoft Corporation.  All rights reserved.____   Creating library C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-l1-1-0.lib and object C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-l1-1-0.exp__"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-l1-1-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-l1-1-0.lib""' completed."
"Message",Low,"Microsoft (R) Library Manager Version 14.15.26727.0__Copyright (C) Microsoft Corporation.  All rights reserved.____   Creating library C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-robuffer-l1-1-0.lib and object C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-robuffer-l1-1-0.exp__"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-robuffer-l1-1-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-robuffer-l1-1-0.lib""' completed."
"Message",Low,"Microsoft (R) Library Manager Version 14.15.26727.0__Copyright (C) Microsoft Corporation.  All rights reserved.____   Creating library C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-string-l1-1-0.lib and object C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-string-l1-1-0.exp__"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-string-l1-1-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-winrt-string-l1-1-0.lib""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       16 |       16 |       16 |       16 | [0] C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\tools\link\link.exe /LIB /MACHINE:arm64 /DEF:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-localization-l1-2-0.def"" /OUT:""C:\Users\meshm\source\repos\HVECPlayer\obj\ARM64\Release\ilc\intermediate\MDIL\api-ms-win-core-localization-l1-2-0.lib"""
